Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P09668	CATH_HUMAN	reviewed	Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain]	CTSH CPSB	Homo sapiens (Human)	335
Q03135	CAV1_HUMAN	reviewed	Caveolin-1	CAV1 CAV	Homo sapiens (Human)	178
O75828	CBR3_HUMAN	reviewed	Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Short chain dehydrogenase/reductase family 21C member 2)	CBR3	Homo sapiens (Human)	277
Q10588	BST1_HUMAN	reviewed	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (EC 3.2.2.6) (ADP-ribosyl cyclase 2) (Bone marrow stromal antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPr hydrolase 2) (CD antigen CD157)	BST1	Homo sapiens (Human)	318
Q7KYR7	BT2A1_HUMAN	reviewed	Butyrophilin subfamily 2 member A1	BTN2A1 BT2.1 BTF1	Homo sapiens (Human)	527
Q8WVV5	BT2A2_HUMAN	reviewed	Butyrophilin subfamily 2 member A2	BTN2A2 BT2.2 BTF2	Homo sapiens (Human)	523
Q9UBR1	BUP1_HUMAN	reviewed	Beta-ureidopropionase (EC 3.5.1.6) (BUP-1) (Beta-alanine synthase) (N-carbamoyl-beta-alanine amidohydrolase)	UPB1 BUP1	Homo sapiens (Human)	384
Q12983	BNIP3_HUMAN	reviewed	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	BNIP3 NIP3	Homo sapiens (Human)	259
P15538	C11B1_HUMAN	reviewed	Cytochrome P450 11B1, mitochondrial (CYPXIB1) (Cytochrome P-450c11) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase) (EC 1.14.15.4)	CYP11B1 S11BH	Homo sapiens (Human)	503
Q6ZSU1	C2G1P_HUMAN	reviewed	Putative inactive cytochrome P450 2G1 (Cytochrome P450 2G1 pseudogene)	CYP2G1P CYP2GP1	Homo sapiens (Human)	146
P04040	CATA_HUMAN	reviewed	Catalase (EC 1.11.1.6)	CAT	Homo sapiens (Human)	527
Q8N9Z2	CC71L_HUMAN	reviewed	Coiled-coil domain-containing protein 71L	CCDC71L C7orf74	Homo sapiens (Human)	235
P05937	CALB1_HUMAN	reviewed	Calbindin (Calbindin D28) (D-28K) (Vitamin D-dependent calcium-binding protein, avian-type)	CALB1 CAB27	Homo sapiens (Human)	261
P08185	CBG_HUMAN	reviewed	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)	SERPINA6 CBG	Homo sapiens (Human)	405
P14384	CBPM_HUMAN	reviewed	Carboxypeptidase M (CPM) (EC 3.4.17.12)	CPM	Homo sapiens (Human)	443
Q92793	CBP_HUMAN	reviewed	CREB-binding protein (EC 2.3.1.48)	CREBBP CBP	Homo sapiens (Human)	2442
P16152	CBR1_HUMAN	reviewed	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.197) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	CBR1 CBR CRN SDR21C1	Homo sapiens (Human)	277
P35520	CBS_HUMAN	reviewed	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	CBS	Homo sapiens (Human)	551
Q9NPF0	CD320_HUMAN	reviewed	CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320)	CD320 8D6A UNQ198/PRO224	Homo sapiens (Human)	282
O14735	CDIPT_HUMAN	reviewed	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)	CDIPT PIS PIS1	Homo sapiens (Human)	213
P32320	CDD_HUMAN	reviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	CDA CDD	Homo sapiens (Human)	146
Q16878	CDO1_HUMAN	reviewed	Cysteine dioxygenase type 1 (EC 1.13.11.20) (Cysteine dioxygenase type I) (CDO) (CDO-I)	CDO1	Homo sapiens (Human)	200
Q8N4T8	CBR4_HUMAN	reviewed	Carbonyl reductase family member 4 (EC 1.-.-.-) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Quinone reductase CBR4) (Short chain dehydrogenase/reductase family 45C member 1)	CBR4 SDR45C1	Homo sapiens (Human)	237
P0DN79	CBSL_HUMAN	reviewed	Cystathionine beta-synthase-like protein (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	CBSL	Homo sapiens (Human)	551
P16671	CD36_HUMAN	reviewed	Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36)	CD36 GP3B GP4	Homo sapiens (Human)	472
Q9BPW9	DHRS9_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 9 (EC 1.1.-.-) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (NADP-dependent retinol dehydrogenase/reductase) (RDH-E2) (RDHL) (Retinol dehydrogenase 15) (Short chain dehydrogenase/reductase family 9C member 4) (Short-chain dehydrogenase/reductase retSDR8) (Tracheobronchial epithelial cell-specific retinol dehydrogenase) (RDH-TBE)	DHRS9 RDH15 SDR9C4 UNQ835/PRO1773	Homo sapiens (Human)	319
P27544	CERS1_HUMAN	reviewed	Ceramide synthase 1 (CerS1) (LAG1 longevity assurance homolog 1) (Longevity assurance gene 1 protein homolog 1) (Protein UOG-1)	CERS1 LAG1 LASS1 UOG1	Homo sapiens (Human)	350
Q66K79	CBPZ_HUMAN	reviewed	Carboxypeptidase Z (CPZ) (EC 3.4.17.-)	CPZ	Homo sapiens (Human)	652
P28907	CD38_HUMAN	reviewed	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (T10) (CD antigen CD38)	CD38	Homo sapiens (Human)	300
P16870	CBPE_HUMAN	reviewed	Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	CPE	Homo sapiens (Human)	476
O95822	DCMC_HUMAN	reviewed	Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)	MLYCD	Homo sapiens (Human)	493
O75976	CBPD_HUMAN	reviewed	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	CPD	Homo sapiens (Human)	1380
Q96PD7	DGAT2_HUMAN	reviewed	Diacylglycerol O-acyltransferase 2 (EC 2.3.1.20) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase 2)	DGAT2 HMFN1045 UNQ738/PRO1433	Homo sapiens (Human)	388
Q8IV32	CCD71_HUMAN	reviewed	Coiled-coil domain-containing protein 71	CCDC71	Homo sapiens (Human)	467
O14618	CCS_HUMAN	reviewed	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)	CCS	Homo sapiens (Human)	274
O75907	DGAT1_HUMAN	reviewed	Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)	DGAT1 AGRP1 DGAT	Homo sapiens (Human)	488
P53567	CEBPG_HUMAN	reviewed	CCAAT/enhancer-binding protein gamma (C/EBP gamma)	CEBPG	Homo sapiens (Human)	150
Q92841	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	Homo sapiens (Human)	729
Q9NUI1	DECR2_HUMAN	reviewed	Peroxisomal 2,4-dienoyl-CoA reductase (pDCR) (EC 1.3.1.34) (2,4-dienoyl-CoA reductase 2) (Short chain dehydrogenase/reductase family 17C member 1)	DECR2 PDCR SDR17C1	Homo sapiens (Human)	292
Q6QHC5	DEGS2_HUMAN	reviewed	Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase)	DEGS2 C14orf66	Homo sapiens (Human)	323
Q16760	DGKD_HUMAN	reviewed	Diacylglycerol kinase delta (DAG kinase delta) (EC 2.7.1.107) (130 kDa diacylglycerol kinase) (Diglyceride kinase delta) (DGK-delta)	DGKD KIAA0145	Homo sapiens (Human)	1214
P00367	DHE3_HUMAN	reviewed	Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)	GLUD1 GLUD	Homo sapiens (Human)	558
P05413	FABPH_HUMAN	reviewed	Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)	FABP3 FABP11 MDGI	Homo sapiens (Human)	133
Q8TDD1	DDX54_HUMAN	reviewed	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)	DDX54	Homo sapiens (Human)	881
A8MPP1	D11L8_HUMAN	reviewed	Putative ATP-dependent RNA helicase DDX11-like protein 8 (EC 3.6.4.13) (DEAD/H box protein 11-like 8)	DDX11L8	Homo sapiens (Human)	907
P19113	DCHS_HUMAN	reviewed	Histidine decarboxylase (HDC) (EC 4.1.1.22)	HDC	Homo sapiens (Human)	662
O94760	DDAH1_HUMAN	reviewed	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	DDAH1 DDAH	Homo sapiens (Human)	285
Q9NX09	DDIT4_HUMAN	reviewed	DNA damage-inducible transcript 4 protein (HIF-1 responsive protein RTP801) (Protein regulated in development and DNA damage response 1) (REDD-1)	DDIT4 REDD1 RTP801	Homo sapiens (Human)	232
Q8NEL9	DDHD1_HUMAN	reviewed	Phospholipase DDHD1 (EC 3.1.1.-) (DDHD domain-containing protein 1) (Phosphatidic acid-preferring phospholipase A1 homolog) (PA-PLA1)	DDHD1 KIAA1705	Homo sapiens (Human)	900
O94830	DDHD2_HUMAN	reviewed	Phospholipase DDHD2 (EC 3.1.1.-) (DDHD domain-containing protein 2) (KIAA0725p) (SAM, WWE and DDHD domain-containing protein 1)	DDHD2 KIAA0725 SAMWD1	Homo sapiens (Human)	711
Q9NQI0	DDX4_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)	DDX4 VASA	Homo sapiens (Human)	724
Q92771	DDX12_HUMAN	reviewed	Putative ATP-dependent RNA helicase DDX12 (EC 3.6.4.13) (CHL1-related protein 2) (hCHLR2) (DEAD/H box protein 12)	DDX12P CHLR2 DDX12	Homo sapiens (Human)	950
P07148	FABPL_HUMAN	reviewed	Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)	FABP1 FABPL	Homo sapiens (Human)	127
P20711	DDC_HUMAN	reviewed	Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)	DDC AADC	Homo sapiens (Human)	480
O95865	DDAH2_HUMAN	reviewed	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 (DDAH-2) (Dimethylarginine dimethylaminohydrolase 2) (EC 3.5.3.18) (DDAHII) (Dimethylargininase-2) (Protein G6a) (S-phase protein)	DDAH2 DDAH G6A NG30	Homo sapiens (Human)	285
P14061	DHB1_HUMAN	reviewed	Estradiol 17-beta-dehydrogenase 1 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 1) (17-beta-HSD 1) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Placental 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 1)	HSD17B1 E17KSR EDH17B1 EDH17B2 EDHB17 SDR28C1	Homo sapiens (Human)	328
Q8NCG7	DGLB_HUMAN	reviewed	Sn1-specific diacylglycerol lipase beta (DGL-beta) (EC 3.1.1.-) (KCCR13L)	DAGLB	Homo sapiens (Human)	672
Q96FN9	DTD2_HUMAN	reviewed	D-aminoacyl-tRNA deacylase 2 (EC 3.1.1.96) (Animalia-specific tRNA deacylase) (ATD) (D-tyrosyl-tRNA(Tyr) deacylase 2) (L-alanyl-tRNA deacylase) (EC 3.1.1.-)	DTD2 C14orf126	Homo sapiens (Human)	168
O75319	DUS11_HUMAN	reviewed	RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1)	DUSP11 PIR1	Homo sapiens (Human)	377
Q8N9F7	GDPD1_HUMAN	reviewed	Lysophospholipase D GDPD1 (EC 3.1.4.39) (Glycerophosphodiester phosphodiesterase 4) (Glycerophosphodiester phosphodiesterase domain-containing protein 1)	GDPD1 GDE4	Homo sapiens (Human)	314
Q9HCC8	GDPD2_HUMAN	reviewed	Glycerophosphoinositol inositolphosphodiesterase GDPD2 (EC 3.1.4.43) (Glycerophosphodiester phosphodiesterase 3) (Glycerophosphodiester phosphodiesterase domain-containing protein 2) (Osteoblast differentiation promoting factor)	GDPD2 GDE3 OBDPF UNQ1935/PRO4418	Homo sapiens (Human)	539
Q7L5L3	GDPD3_HUMAN	reviewed	Lysophospholipase D GDPD3 (EC 3.1.4.-) (Glycerophosphodiester phosphodiesterase 7) (Glycerophosphodiester phosphodiesterase domain-containing protein 3)	GDPD3 GDE7	Homo sapiens (Human)	318
Q6W3E5	GDPD4_HUMAN	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 4 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 6) (UgpQ)	GDPD4 GDE6 UGPQ	Homo sapiens (Human)	623
Q8WTR4	GDPD5_HUMAN	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (EC 3.1.4.11) (Glycerophosphodiester phosphodiesterase 2)	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	Homo sapiens (Human)	605
Q6ZNW5	GDPP1_HUMAN	reviewed	GDP-D-glucose phosphorylase 1 (EC 2.7.7.78)	GDPGP1 C15orf58	Homo sapiens (Human)	385
P06396	GELS_HUMAN	reviewed	Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)	GSN	Homo sapiens (Human)	782
Q6IB77	GLYAT_HUMAN	reviewed	Glycine N-acyltransferase (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase) (AAc) (Aralkyl acyl-CoA N-acyltransferase) (Aralkyl acyl-CoA:amino acid N-acyltransferase) (Benzoyl-coenzyme A:glycine N-acyltransferase) (Glycine N-benzoyltransferase) (EC 2.3.1.71) (HRP-1(CLP))	GLYAT ACGNAT CAT GAT	Homo sapiens (Human)	296
P32927	IL3RB_HUMAN	reviewed	Cytokine receptor common subunit beta (CDw131) (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131)	CSF2RB IL3RB IL5RB	Homo sapiens (Human)	897
P05112	IL4_HUMAN	reviewed	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra)	IL4	Homo sapiens (Human)	153
P40189	IL6RB_HUMAN	reviewed	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	IL6ST	Homo sapiens (Human)	918
P34896	GLYC_HUMAN	reviewed	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHMT1	Homo sapiens (Human)	483
O60547	GMDS_HUMAN	reviewed	GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	GMDS	Homo sapiens (Human)	372
P08754	GNAI3_HUMAN	reviewed	Guanine nucleotide-binding protein G(k) subunit alpha (G(i) alpha-3)	GNAI3	Homo sapiens (Human)	354
Q8NBJ4	GOLM1_HUMAN	reviewed	Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2)	GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326	Homo sapiens (Human)	401
P51654	GPC3_HUMAN	reviewed	Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit]	GPC3 OCI5	Homo sapiens (Human)	580
O75487	GPC4_HUMAN	reviewed	Glypican-4 (K-glypican) [Cleaved into: Secreted glypican-4]	GPC4 UNQ474/PRO937	Homo sapiens (Human)	556
Q8N335	GPD1L_HUMAN	reviewed	Glycerol-3-phosphate dehydrogenase 1-like protein (GPD1-L) (EC 1.1.1.8)	GPD1L KIAA0089	Homo sapiens (Human)	351
Q9UM01	YLAT1_HUMAN	reviewed	Y+L amino acid transporter 1 (Monocyte amino acid permease 2) (MOP-2) (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1)	SLC7A7	Homo sapiens (Human)	511
Q92536	YLAT2_HUMAN	reviewed	Y+L amino acid transporter 2 (Cationic amino acid transporter, y+ system) (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	SLC7A6 KIAA0245	Homo sapiens (Human)	515
Q9HAV4	XPO5_HUMAN	reviewed	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5 KIAA1291 RANBP21	Homo sapiens (Human)	1204
P98155	VLDLR_HUMAN	reviewed	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	VLDLR	Homo sapiens (Human)	873
Q9H1B5	XYLT2_HUMAN	reviewed	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II)	XYLT2 XT2 UNQ3058/PRO9878	Homo sapiens (Human)	865
Q9UPY5	XCT_HUMAN	reviewed	Cystine/glutamate transporter (Amino acid transport system xc-) (Calcium channel blocker resistance protein CCBR1) (Solute carrier family 7 member 11) (xCT)	SLC7A11	Homo sapiens (Human)	501
O75191	XYLB_HUMAN	reviewed	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	XYLB	Homo sapiens (Human)	536
Q49AA0	ZFP69_HUMAN	reviewed	Zinc finger protein 69 homolog (Zinc finger protein 642)	ZFP69 ZNF642	Homo sapiens (Human)	526
O95125	ZN202_HUMAN	reviewed	Zinc finger protein 202 (Zinc finger protein with KRAB and SCAN domains 10)	ZNF202 ZKSCAN10	Homo sapiens (Human)	648
Q9UK55	ZPI_HUMAN	reviewed	Protein Z-dependent protease inhibitor (PZ-dependent protease inhibitor) (PZI) (Serpin A10)	SERPINA10 ZPI UNQ707/PRO1358	Homo sapiens (Human)	444
Q8WTR7	ZN473_HUMAN	reviewed	Zinc finger protein 473 (Zinc finger protein 100 homolog) (Zfp-100)	ZNF473 KIAA1141 ZFP100	Homo sapiens (Human)	871
Q5D1E8	ZC12A_HUMAN	reviewed	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1	Homo sapiens (Human)	599
Q9UIJ5	ZDHC2_HUMAN	reviewed	Palmitoyltransferase ZDHHC2 (EC 2.3.1.225) (Reduced expression associated with metastasis protein) (Ream) (Reduced expression in cancer protein) (Rec) (Zinc finger DHHC domain-containing protein 2) (DHHC-2) (Zinc finger protein 372)	ZDHHC2 REAM REC ZNF372	Homo sapiens (Human)	367
P21281	VATB2_HUMAN	reviewed	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	ATP6V1B2 ATP6B2 VPP3	Homo sapiens (Human)	511
A8MPS7	YDJC_HUMAN	reviewed	Carbohydrate deacetylase (EC 3.5.1.-)	YDJC	Homo sapiens (Human)	323
Q16831	UPP1_HUMAN	reviewed	Uridine phosphorylase 1 (UPase 1) (UrdPase 1) (EC 2.4.2.3)	UPP1 UP	Homo sapiens (Human)	310
Q96BW1	UPP_HUMAN	reviewed	Uracil phosphoribosyltransferase homolog	UPRT	Homo sapiens (Human)	309
Q93008	USP9X_HUMAN	reviewed	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	USP9X DFFRX FAM USP9	Homo sapiens (Human)	2570
P16662	UD2B7_HUMAN	reviewed	UDP-glucuronosyltransferase 2B7 (UDPGT 2B7) (EC 2.4.1.17) (3,4-catechol estrogen-specific UDPGT) (UDP-glucuronosyltransferase 2B9) (UDPGT 2B9) (UDPGTh-2)	UGT2B7 UGTB2B9	Homo sapiens (Human)	529
O95045	UPP2_HUMAN	reviewed	Uridine phosphorylase 2 (UPase 2) (UrdPase 2) (EC 2.4.2.3)	UPP2	Homo sapiens (Human)	317
P22415	USF1_HUMAN	reviewed	Upstream stimulatory factor 1 (Class B basic helix-loop-helix protein 11) (bHLHb11) (Major late transcription factor 1)	USF1 BHLHB11 USF	Homo sapiens (Human)	310
Q9HAW8	UD110_HUMAN	reviewed	UDP-glucuronosyltransferase 1-10 (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J) (UDP-glucuronosyltransferase 1A10)	UGT1A10 GNT1 UGT1	Homo sapiens (Human)	530
O75795	UDB17_HUMAN	reviewed	UDP-glucuronosyltransferase 2B17 (UDPGT 2B17) (EC 2.4.1.17) (C19-steroid-specific UDP-glucuronosyltransferase) (C19-steroid-specific UDPGT)	UGT2B17	Homo sapiens (Human)	530
Q9BY64	UDB28_HUMAN	reviewed	UDP-glucuronosyltransferase 2B28 (UDPGT 2B28) (EC 2.4.1.17)	UGT2B28	Homo sapiens (Human)	529
P55916	UCP3_HUMAN	reviewed	Mitochondrial uncoupling protein 3 (UCP 3) (Solute carrier family 25 member 9)	UCP3 SLC25A9	Homo sapiens (Human)	312
Q9UPW8	UN13A_HUMAN	reviewed	Protein unc-13 homolog A (Munc13-1)	UNC13A KIAA1032	Homo sapiens (Human)	1703
A6NGE7	URAD_HUMAN	reviewed	Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97) (Parahox neighbor) (Ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase)	URAD PRHOXNB	Homo sapiens (Human)	173
Q9Y5Z9	UBIA1_HUMAN	reviewed	UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.-) (Transitional epithelial response protein 1)	UBIAD1 TERE1	Homo sapiens (Human)	338
O75310	UDB11_HUMAN	reviewed	UDP-glucuronosyltransferase 2B11 (UDPGT 2B11) (EC 2.4.1.17)	UGT2B11	Homo sapiens (Human)	529
Q96T88	UHRF1_HUMAN	reviewed	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	UHRF1 ICBP90 NP95 RNF106	Homo sapiens (Human)	793
P22310	UD14_HUMAN	reviewed	UDP-glucuronosyltransferase 1-4 (UDPGT 1-4) (UGT1*4) (UGT1-04) (UGT1.4) (EC 2.4.1.17) (Bilirubin-specific UDPGT isozyme 2) (hUG-BR2) (UDP-glucuronosyltransferase 1-D) (UGT-1D) (UGT1D) (UDP-glucuronosyltransferase 1A4)	UGT1A4 GNT1 UGT1	Homo sapiens (Human)	534
P19224	UD16_HUMAN	reviewed	UDP-glucuronosyltransferase 1-6 (UDPGT 1-6) (UGT1*6) (UGT1-06) (UGT1.6) (EC 2.4.1.17) (Phenol-metabolizing UDP-glucuronosyltransferase) (UDP-glucuronosyltransferase 1-F) (UGT-1F) (UGT1F) (UDP-glucuronosyltransferase 1A6)	UGT1A6 GNT1 UGT1	Homo sapiens (Human)	532
O60656	UD19_HUMAN	reviewed	UDP-glucuronosyltransferase 1-9 (UDPGT 1-9) (UGT1*9) (UGT1-09) (UGT1.9) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-I) (UGT-1I) (UGT1I) (UDP-glucuronosyltransferase 1A9) (lugP4)	UGT1A9 GNT1 UGT1	Homo sapiens (Human)	530
O43314	VIP2_HUMAN	reviewed	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	PPIP5K2 HISPPD1 KIAA0433 VIP2	Homo sapiens (Human)	1243
Q9BQB6	VKOR1_HUMAN	reviewed	Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351	Homo sapiens (Human)	163
Q16851	UGPA_HUMAN	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	UGP2 UGP1	Homo sapiens (Human)	508
P38606	VATA_HUMAN	reviewed	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)	ATP6V1A ATP6A1 ATP6V1A1 VPP2	Homo sapiens (Human)	617
P15313	VATB1_HUMAN	reviewed	V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)	ATP6V1B1 ATP6B1 VATB VPP3	Homo sapiens (Human)	513
Q00341	VIGLN_HUMAN	reviewed	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)	HDLBP HBP VGL	Homo sapiens (Human)	1268
